USPS,STATE,GEOID,ANSICODE,NAME,NAME1,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
IL,ILLINOIS,17051,424227,Fayette County,Fayette,1855578065,22920396,716.443,8.85,39.001125,-89.017923
IL,ILLINOIS,17053,424228,Ford County,Ford,1257690126,1640595,485.597,0.633,40.596539,-88.224588
IL,ILLINOIS,17055,424229,Franklin County,Franklin,1059114972,58391305,408.927,22.545,37.991852,-88.926321
IL,ILLINOIS,17057,424230,Fulton County,Fulton,2242109836,43927321,865.683,16.96,40.46524,-90.202269
IL,ILLINOIS,17059,424231,Gallatin County,Gallatin,836413648,13357002,322.941,5.157,37.768677,-88.227964
IL,ILLINOIS,17061,424232,Greene County,Greene,1406736598,8423898,543.144,3.252,39.355439,-90.387682
IL,ILLINOIS,17063,424233,Grundy County,Grundy,1082945367,32126924,418.128,12.404,41.29241,-88.401054
IL,ILLINOIS,17065,424234,Hamilton County,Hamilton,1125731580,3172088,434.647,1.225,38.085227,-88.539009
IL,ILLINOIS,17067,424235,Hancock County,Hancock,2055798714,53563360,793.748,20.681,40.401318,-91.168801
IL,ILLINOIS,17069,424236,Hardin County,Hardin,459435094,10485761,177.389,4.049,37.517852,-88.266148
IL,ILLINOIS,17071,424237,Henderson County,Henderson,981068795,42565932,378.793,16.435,40.814471,-90.941246
IL,ILLINOIS,17073,424238,Henry County,Henry,2131719309,6804791,823.061,2.627,41.350021,-90.130838
IL,ILLINOIS,17075,424239,Iroquois County,Iroquois,2894039688,4241183,1117.395,1.638,40.748867,-87.833601
IL,ILLINOIS,17077,424240,Jackson County,Jackson,1511439594,48312243,583.57,18.653,37.786096,-89.381212
IL,ILLINOIS,17079,424241,Jasper County,Jasper,1281043621,9334509,494.614,3.604,39.004886,-88.150725
IL,ILLINOIS,17081,424242,Jefferson County,Jefferson,1479490497,32550293,571.234,12.568,38.30078,-88.92421
IL,ILLINOIS,17083,424243,Jersey County,Jersey,957143527,20333974,369.555,7.851,39.080195,-90.361385
IL,ILLINOIS,17085,424244,Jo Daviess County,Jo Daviess,1556385346,45789931,600.924,17.68,42.362391,-90.21147
IL,ILLINOIS,17087,424245,Johnson County,Johnson,890273379,12814661,343.736,4.948,37.460709,-88.882131
IL,ILLINOIS,17089,424246,Kane County,Kane,1345145387,12474714,519.364,4.817,41.939594,-88.42804
IL,ILLINOIS,17091,424247,Kankakee County,Kankakee,1752101354,12458977,676.49,4.81,41.13951,-87.861117
IL,ILLINOIS,17093,424248,Kendall County,Kendall,829412771,5136525,320.238,1.983,41.58814,-88.430626
IL,ILLINOIS,17095,424249,Knox County,Knox,1855428865,8837382,716.385,3.412,40.930945,-90.213792
IL,ILLINOIS,17097,1784796,Lake County,Lake,1148932536,2395026214,443.605,924.725,42.185968,-87.805939
IL,ILLINOIS,17099,422247,LaSalle County,LaSalle,2940059885,33708940,1135.164,13.015,41.343341,-88.885931
IL,ILLINOIS,17101,424252,Lawrence County,Lawrence,963938126,5076516,372.179,1.96,38.718954,-87.730221
IL,ILLINOIS,17103,424253,Lee County,Lee,1877142112,9779872,724.769,3.776,41.747447,-89.299362
IL,ILLINOIS,17105,424254,Livingston County,Livingston,2702983877,5975815,1043.628,2.307,40.894376,-88.552852
IL,ILLINOIS,17107,424255,Logan County,Logan,1600748259,2262329,618.052,0.873,40.129277,-89.365309
IL,ILLINOIS,17109,1784729,McDonough County,McDonough,1526339605,2012552,589.323,0.777,40.455808,-90.678954
IL,ILLINOIS,17111,1784815,McHenry County,McHenry,1562790267,19871804,603.397,7.673,42.324298,-88.452245
IL,ILLINOIS,17113,1784833,McLean County,McLean,3064597288,7804856,1183.248,3.013,40.494559,-88.844539
IL,ILLINOIS,17115,424256,Macon County,Macon,1503684113,13406665,580.576,5.176,39.860237,-88.961529
IL,ILLINOIS,17117,424257,Macoupin County,Macoupin,2235091099,12250027,862.974,4.73,39.265914,-89.92633
IL,ILLINOIS,17119,424258,Madison County,Madison,1853175882,63522162,715.515,24.526,38.82712,-89.900227
IL,ILLINOIS,17121,424259,Marion County,Marion,1482865616,9234118,572.538,3.565,38.648236,-88.920362
IL,ILLINOIS,17123,424260,Marshall County,Marshall,1001865309,30343504,386.822,11.716,41.031119,-89.342371
IL,ILLINOIS,17125,424261,Mason County,Mason,1396914848,62748513,539.352,24.227,40.236993,-89.913575
IL,ILLINOIS,17127,1784730,Massac County,Massac,614218330,12784614,237.151,4.936,37.216119,-88.705658
IL,ILLINOIS,17129,424266,Menard County,Menard,814269349,2640418,314.391,1.019,40.022569,-89.794133
IL,ILLINOIS,17131,1784750,Mercer County,Mercer,1453604388,19411909,561.24,7.495,41.205605,-90.74177
IL,ILLINOIS,17133,1784865,Monroe County,Monroe,997924032,33755285,385.301,13.033,38.277983,-90.179078
IL,ILLINOIS,17135,1784866,Montgomery County,Montgomery,1822745303,15472185,703.766,5.974,39.228068,-89.478141
IL,ILLINOIS,17137,424270,Morgan County,Morgan,1473595806,9053547,568.959,3.496,39.717668,-90.205005
IL,ILLINOIS,17139,1784885,Moultrie County,Moultrie,870127369,22111272,335.958,8.537,39.636896,-88.625726
IL,ILLINOIS,17141,1784894,Ogle County,Ogle,1964903709,12378959,758.654,4.78,42.041884,-89.320176
IL,ILLINOIS,17143,1784920,Peoria County,Peoria,1602412932,29919375,618.695,11.552,40.785972,-89.766993
IL,ILLINOIS,17145,1784940,Perry County,Perry,1144587283,13199036,441.928,5.096,38.084381,-89.368525
IL,ILLINOIS,17147,424275,Piatt County,Piatt,1137492088,754122,439.188,0.291,40.009033,-88.592355
IL,ILLINOIS,17149,1784941,Pike County,Pike,2153190724,45251530,831.352,17.472,39.625106,-90.889034
IL,ILLINOIS,17151,424277,Pope County,Pope,955362036,14662240,368.867,5.661,37.417169,-88.542374
IL,ILLINOIS,17153,1784966,Pulaski County,Pulaski,516100615,9768333,199.268,3.772,37.215615,-89.127755
IL,ILLINOIS,17155,424279,Putnam County,Putnam,414649315,31195045,160.097,12.044,41.198961,-89.298347
IL,ILLINOIS,17157,1784967,Randolph County,Randolph,1490194098,56150220,575.367,21.68,38.056515,-89.82121
IL,ILLINOIS,17159,424281,Richland County,Richland,932484078,4874777,360.034,1.882,38.712187,-88.085452
IL,ILLINOIS,17161,424282,Rock Island County,Rock Island,1107209786,61633874,427.496,23.797,41.468421,-90.572125
IL,ILLINOIS,17163,1784987,St. Clair County,St. Clair,1703526437,41843531,657.735,16.156,38.470198,-89.928546
IL,ILLINOIS,17165,424283,Saline County,Saline,984171707,17977593,379.991,6.941,37.751508,-88.545024
IL,ILLINOIS,17167,1785010,Sangamon County,Sangamon,2248720954,22731649,868.236,8.777,39.756886,-89.662435
IL,ILLINOIS,17169,1785037,Schuyler County,Schuyler,1132602759,10510632,437.3,4.058,40.156905,-90.613464
IL,ILLINOIS,17171,424286,Scott County,Scott,649542036,4814546,250.79,1.859,39.637002,-90.477771
IL,ILLINOIS,17173,1785051,Shelby County,Shelby,1964529415,24746071,758.509,9.555,39.384917,-88.798865
IL,ILLINOIS,17175,424288,Stark County,Stark,746189903,684784,288.106,0.264,41.096908,-89.797411
IL,ILLINOIS,17177,1785076,Stephenson County,Stephenson,1461392058,1350223,564.247,0.521,42.349726,-89.665994
IL,ILLINOIS,17179,1785094,Tazewell County,Tazewell,1674346566,29712323,646.469,11.472,40.508074,-89.51626
IL,ILLINOIS,17181,1785113,Union County,Union,1070731267,22540420,413.412,8.703,37.485652,-89.244639
IL,ILLINOIS,17183,1785114,Vermilion County,Vermilion,2326634937,7531157,898.319,2.908,40.186754,-87.726778
IL,ILLINOIS,17185,424293,Wabash County,Wabash,578403995,10973569,223.323,4.237,38.445821,-87.839167
IL,ILLINOIS,17187,1785134,Warren County,Warren,1404768298,1672625,542.384,0.646,40.850441,-90.620223
IL,ILLINOIS,17189,1785150,Washington County,Washington,1457120178,3386079,562.597,1.307,38.35314,-89.417187
IL,ILLINOIS,17191,424296,Wayne County,Wayne,1848810381,4224962,713.83,1.631,38.431857,-88.43243
IL,ILLINOIS,17193,424297,White County,White,1281999217,17833682,494.983,6.886,38.087326,-88.178623
IL,ILLINOIS,17195,1785167,Whiteside County,Whiteside,1771808919,31883751,684.099,12.31,41.750673,-89.911005
IL,ILLINOIS,17197,1785190,Will County,Will,2164908046,34569885,835.876,13.348,41.448474,-87.978456
IL,ILLINOIS,17199,1785215,Williamson County,Williamson,1088338987,62470432,420.21,24.12,37.730353,-88.930018
IL,ILLINOIS,17201,1785216,Winnebago County,Winnebago,1328792563,15873993,513.05,6.129,42.337396,-89.161205
IL,ILLINOIS,17203,1785231,Woodford County,Woodford,1366366884,39858698,527.557,15.39,40.789787,-89.210587
IN,INDIANA,18001,450401,Adams County,Adams,877815487,2693924,338.926,1.04,40.74573,-84.936134
IN,INDIANA,18003,450402,Allen County,Allen,1702099441,7354509,657.184,2.84,41.091909,-85.071791
IN,INDIANA,18005,451683,Bartholomew County,Bartholomew,1053968861,6715105,406.94,2.593,39.205843,-85.897999
IN,INDIANA,18007,450403,Benton County,Benton,1052616458,236033,406.418,0.091,40.600939,-87.314786
IN,INDIANA,18009,450404,Blackford County,Blackford,427559406,1298757,165.082,0.501,40.472672,-85.32373
IN,INDIANA,18011,450405,Boone County,Boone,1095260013,876741,422.882,0.339,40.050892,-86.469014
IN,INDIANA,18013,451684,Brown County,Brown,808043850,12025990,311.987,4.643,39.195113,-86.230121
IN,INDIANA,18015,450406,Carroll County,Carroll,964057410,7236323,372.225,2.794,40.58498,-86.565141
IN,INDIANA,18017,450339,Cass County,Cass,1067448399,7002034,412.144,2.704,40.753799,-86.355168
IN,INDIANA,18019,450340,Clark County,Clark,964747496,10673417,372.491,4.121,38.476217,-85.711122
IN,INDIANA,18021,450341,Clay County,Clay,926180633,7047383,357.6,2.721,39.393928,-87.115858
IN,INDIANA,18023,450342,Clinton County,Clinton,1049119200,461117,405.067,0.178,40.305944,-86.477567
IN,INDIANA,18025,451674,Crawford County,Crawford,791534794,8201106,305.613,3.166,38.289433,-86.440871
IN,INDIANA,18027,450343,Daviess County,Daviess,1112436829,19061974,429.514,7.36,38.69609,-87.076943
IN,INDIANA,18029,450344,Dearborn County,Dearborn,790171257,6019020,305.087,2.324,39.140897,-84.975868
IN,INDIANA,18031,450345,Decatur County,Decatur,964946130,1955432,372.568,0.755,39.30598,-85.499831
IN,INDIANA,18033,450346,DeKalb County,DeKalb,939731959,2657419,362.833,1.026,41.39676,-85.002697
IN,INDIANA,18035,450347,Delaware County,Delaware,1015558819,9841207,392.109,3.8,40.227543,-85.399262
IN,INDIANA,18037,451675,Dubois County,Dubois,1106616360,20892925,427.267,8.067,38.373344,-86.873385
IN,INDIANA,18039,450348,Elkhart County,Elkhart,1199580238,12457801,463.161,4.81,41.600693,-85.863986
IN,INDIANA,18041,450349,Fayette County,Fayette,556901577,366408,215.021,0.141,39.639655,-85.185032
IN,INDIANA,18043,450350,Floyd County,Floyd,384496958,2703901,148.455,1.044,38.318081,-85.911847
IN,INDIANA,18045,450351,Fountain County,Fountain,1024774339,5728993,395.668,2.212,40.121237,-87.234872
IN,INDIANA,18047,450352,Franklin County,Franklin,995658286,17155846,384.426,6.624,39.409762,-85.066964
IN,INDIANA,18049,450353,Fulton County,Fulton,954133332,7439345,368.393,2.872,41.050384,-86.265006
IN,INDIANA,18051,450354,Gibson County,Gibson,1262302951,30891646,487.378,11.927,38.317398,-87.580523
IN,INDIANA,18053,450355,Grant County,Grant,1072484435,2101803,414.089,0.812,40.515758,-85.654946
IN,INDIANA,18055,451676,Greene County,Greene,1404983953,8919619,542.467,3.444,39.047147,-87.004771
IN,INDIANA,18057,450356,Hamilton County,Hamilton,1021441615,20942536,394.381,8.086,40.053513,-86.021709
IN,INDIANA,18059,450357,Hancock County,Hancock,792425266,2769690,305.957,1.069,39.822529,-85.77315
IN,INDIANA,18061,451677,Harrison County,Harrison,1253827671,5278989,484.106,2.038,38.186454,-86.103766
IN,INDIANA,18063,450358,Hendricks County,Hendricks,1053849429,4880780,406.894,1.884,39.768963,-86.509908
IN,INDIANA,18065,450359,Henry County,Henry,1014957928,7652084,391.877,2.954,39.929591,-85.397363
IN,INDIANA,18067,450360,Howard County,Howard,759058622,2194576,293.074,0.847,40.483537,-86.114118
IN,INDIANA,18069,450361,Huntington County,Huntington,991062907,13127494,382.652,5.069,40.826394,-85.478597
IN,INDIANA,18071,451678,Jackson County,Jackson,1320836467,10174044,509.978,3.928,38.911957,-86.042516
IN,INDIANA,18073,450494,Jasper County,Jasper,1449563750,4428654,559.68,1.71,41.017688,-87.118814
IN,INDIANA,18075,450362,Jay County,Jay,994310124,458556,383.905,0.177,40.434956,-85.002331
IN,INDIANA,18077,450363,Jefferson County,Jefferson,934204259,5992630,360.698,2.314,38.783604,-85.44009
IN,INDIANA,18079,450364,Jennings County,Jennings,975382325,4528274,376.597,1.748,38.996229,-85.628103
IN,INDIANA,18081,450365,Johnson County,Johnson,829870738,3563935,320.415,1.376,39.496092,-86.094264
IN,INDIANA,18083,450366,Knox County,Knox,1335995222,20908206,515.831,8.073,38.688381,-87.420358
IN,INDIANA,18085,450367,Kosciusko County,Kosciusko,1376439341,59432000,531.446,22.947,41.244293,-85.861575
IN,INDIANA,18087,450368,LaGrange County,LaGrange,983239270,18315631,379.631,7.072,41.642462,-85.427845
IN,INDIANA,18089,450495,Lake County,Lake,1292091640,330868827,498.879,127.749,41.472247,-87.374337
IN,INDIANA,18091,450507,LaPorte County,LaPorte,1549555244,38779440,598.287,14.973,41.549013,-86.744739
IN,INDIANA,18093,451703,Lawrence County,Lawrence,1163282516,7207557,449.146,2.783,38.839815,-86.48782
IN,INDIANA,18095,450370,Madison County,Madison,1170470195,2546731,451.921,0.983,40.166203,-85.722454
IN,INDIANA,18097,450371,Marion County,Marion,1027084080,16703563,396.559,6.449,39.782976,-86.135794
IN,INDIANA,18099,450372,Marshall County,Marshall,1148969985,15858580,443.62,6.123,41.325003,-86.269036
IN,INDIANA,18101,451679,Martin County,Martin,869615720,12033245,335.761,4.646,38.705322,-86.801847
IN,INDIANA,18103,450373,Miami County,Miami,968246954,9184623,373.842,3.546,40.772883,-86.044258
IN,INDIANA,18105,451680,Monroe County,Monroe,1021806890,43510634,394.522,16.8,39.160729,-86.52331
IN,INDIANA,18107,450374,Montgomery County,Montgomery,1307030258,2067987,504.647,0.798,40.040296,-86.892715
IN,INDIANA,18109,450375,Morgan County,Morgan,1045922857,14491958,403.833,5.595,39.482646,-86.447457
IN,INDIANA,18111,450376,Newton County,Newton,1040539827,4349506,401.755,1.679,40.962399,-87.402172
IN,INDIANA,18113,450377,Noble County,Noble,1064085738,17060235,410.846,6.587,41.404679,-85.417271
IN,INDIANA,18115,450378,Ohio County,Ohio,223126824,3369528,86.15,1.301,38.940527,-84.964299
IN,INDIANA,18117,451681,Orange County,Orange,1031795760,25416478,398.379,9.813,38.547381,-86.489257
IN,INDIANA,18119,450379,Owen County,Owen,997909061,6568942,385.295,2.536,39.317339,-86.838845
IN,INDIANA,18121,450380,Parke County,Parke,1151822273,13655204,444.721,5.272,39.77425,-87.19695
IN,INDIANA,18123,451682,Perry County,Perry,988702369,11837413,381.74,4.57,38.081436,-86.62654
IN,INDIANA,18125,450381,Pike County,Pike,865964084,17466144,334.351,6.744,38.397961,-87.232547
IN,INDIANA,18127,450382,Porter County,Porter,1082907704,268619696,418.113,103.715,41.509914,-87.071313
IN,INDIANA,18129,450383,Posey County,Posey,1060302169,26505383,409.385,10.234,38.027614,-87.868653
IN,INDIANA,18131,446852,Pulaski County,Pulaski,1123212804,2224821,433.675,0.859,41.045272,-86.692538
IN,INDIANA,18133,450384,Putnam County,Putnam,1244585885,5585892,480.537,2.157,39.665548,-86.853373
IN,INDIANA,18135,446853,Randolph County,Randolph,1171656773,2420288,452.379,0.934,40.164079,-85.00579
IN,INDIANA,18137,450385,Ripley County,Ripley,1156241456,4232758,446.427,1.634,39.100226,-85.260494
IN,INDIANA,18139,446854,Rush County,Rush,1057069253,838340,408.137,0.324,39.622362,-85.466529
IN,INDIANA,18141,452855,St. Joseph County,St. Joseph,1185647212,9335868,457.781,3.605,41.617723,-86.288048
IN,INDIANA,18143,450386,Scott County,Scott,493140260,6074951,190.403,2.346,38.679431,-85.751898
IN,INDIANA,18145,450387,Shelby County,Shelby,1064838397,4195717,411.136,1.62,39.524135,-85.792174
IN,INDIANA,18147,450388,Spencer County,Spencer,1027934786,11968675,396.888,4.621,38.009697,-87.010375
IN,INDIANA,18149,450389,Starke County,Starke,800679821,7929143,309.144,3.061,41.284478,-86.644636
IN,INDIANA,18151,450390,Steuben County,Steuben,799737097,35446880,308.78,13.686,41.643467,-85.002405
IN,INDIANA,18153,450391,Sullivan County,Sullivan,1158231909,17922659,447.196,6.92,39.089225,-87.415843
IN,INDIANA,18155,450392,Switzerland County,Switzerland,571526242,7531847,220.668,2.908,38.825854,-85.029681
IN,INDIANA,18157,450393,Tippecanoe County,Tippecanoe,1292138880,11255447,498.898,4.346,40.389133,-86.893554
IN,INDIANA,18159,450394,Tipton County,Tipton,674797600,68028,260.541,0.026,40.310229,-86.056207
IN,INDIANA,18161,450395,Union County,Union,417480472,10326625,161.19,3.987,39.623094,-84.925145
IN,INDIANA,18163,450396,Vanderburgh County,Vanderburgh,604506338,8955935,233.401,3.458,38.02007,-87.586166
IN,INDIANA,18165,450397,Vermillion County,Vermillion,665353010,7817397,256.894,3.018,39.854045,-87.462071
IN,INDIANA,18167,450398,Vigo County,Vigo,1045400270,17661310,403.631,6.819,39.430874,-87.390989
IN,INDIANA,18169,450399,Wabash County,Wabash,1068471086,21851089,412.539,8.437,40.843747,-85.795192
IN,INDIANA,18171,450400,Warren County,Warren,944543938,4442757,364.69,1.715,40.352498,-87.375163
IN,INDIANA,18173,450335,Warrick County,Warrick,996739078,16078776,384.843,6.208,38.097728,-87.272049
IN,INDIANA,18175,451665,Washington County,Washington,1330447137,7529046,513.689,2.907,38.600613,-86.104751
IN,INDIANA,18177,450336,Wayne County,Wayne,1040539271,6701976,401.754,2.588,39.863091,-85.006735
IN,INDIANA,18179,450337,Wells County,Wells,953341278,5596377,368.087,2.161,40.735547,-85.213349
IN,INDIANA,18181,450338,White County,White,1308303892,9169176,505.139,3.54,40.75095,-86.864293
IN,INDIANA,18183,450369,Whitley County,Whitley,869119826,6074674,335.569,2.345,41.136426,-85.501892
IA,IOWA,19001,465190,Adair County,Adair,1474404201,2597996,569.271,1.003,41.328528,-94.478164
IA,IOWA,19003,465191,Adams County,Adams,1096686255,5367875,423.433,2.073,41.021656,-94.696906
IA,IOWA,19005,465192,Allamakee County,Allamakee,1655186555,51091699,639.071,19.727,43.274964,-91.382751
IA,IOWA,19007,465193,Appanoose County,Appanoose,1287997902,49093607,497.299,18.955,40.744249,-92.873062
IA,IOWA,19009,465194,Audubon County,Audubon,1147264573,1152260,442.961,0.445,41.679178,-94.904312
IA,IOWA,19011,465195,Benton County,Benton,1854696288,5857896,716.102,2.262,42.092547,-92.05763
IA,IOWA,19013,465196,Black Hawk County,Black Hawk,1465303204,17928724,565.757,6.922,42.471132,-92.3076
IA,IOWA,19015,465197,Boone County,Boone,1477553326,8143073,570.487,3.144,42.038623,-93.938605
IA,IOWA,19017,465198,Bremer County,Bremer,1127886260,10165785,435.479,3.925,42.780895,-92.327356
IA,IOWA,19019,465199,Buchanan County,Buchanan,1479086714,5223045,571.079,2.017,42.470328,-91.838666
IA,IOWA,19021,465200,Buena Vista County,Buena Vista,1488981868,13798140,574.899,5.327,42.741522,-95.141432
IA,IOWA,19023,465201,Butler County,Butler,1502550829,4194983,580.138,1.62,42.734757,-92.780153
IA,IOWA,19025,465202,Calhoun County,Calhoun,1475894578,5873827,569.846,2.268,42.38617,-94.643683
IA,IOWA,19027,465203,Carroll County,Carroll,1474877207,2145349,569.453,0.828,42.039502,-94.86765
IA,IOWA,19029,465204,Cass County,Cass,1461422457,1787165,564.258,0.69,41.333824,-94.933302
IA,IOWA,19031,465205,Cedar County,Cedar,1500798732,6385833,579.462,2.466,41.77236,-91.132611
IA,IOWA,19033,465206,Cerro Gordo County,Cerro Gordo,1471889949,17659669,568.3,6.818,43.074975,-93.250965
IA,IOWA,19035,465207,Cherokee County,Cherokee,1494181141,423160,576.907,0.163,42.742737,-95.633262
IA,IOWA,19037,465208,Chickasaw County,Chickasaw,1306192614,3455451,504.324,1.334,43.059741,-92.31721
IA,IOWA,19039,465209,Clarke County,Clarke,1116573604,1524746,431.111,0.589,41.029726,-93.785259
IA,IOWA,19041,465625,Clay County,Clay,1469139465,13866648,567.238,5.354,43.081224,-95.149875
IA,IOWA,19043,465210,Clayton County,Clayton,2016207829,36695624,778.462,14.168,42.840985,-91.323576
IA,IOWA,19045,465211,Clinton County,Clinton,1799934695,39410955,694.959,15.217,41.898073,-90.534243
IA,IOWA,19047,465212,Crawford County,Crawford,1849765416,2171717,714.198,0.839,42.043119,-95.38909
IA,IOWA,19049,465213,Dallas County,Dallas,1523682218,8569306,588.297,3.309,41.68532,-94.040706
IA,IOWA,19051,465214,Davis County,Davis,1300661926,6904087,502.188,2.666,40.748089,-92.410345
IA,IOWA,19053,465215,Decatur County,Decatur,1377569408,4138626,531.883,1.598,40.736379,-93.78458
IA,IOWA,19055,465216,Delaware County,Delaware,1496193401,3185375,577.684,1.23,42.472937,-91.366767
IA,IOWA,19057,465217,Des Moines County,Des Moines,1077769233,35341938,416.129,13.646,40.915339,-91.186925
IA,IOWA,19059,465218,Dickinson County,Dickinson,985574547,60680641,380.532,23.429,43.389611,-95.196057
IA,IOWA,19061,465219,Dubuque County,Dubuque,1575486019,21140740,608.299,8.162,42.463481,-90.878771
IA,IOWA,19063,465220,Emmet County,Emmet,1025349325,17175565,395.89,6.632,43.377984,-94.66937
IA,IOWA,19065,465221,Fayette County,Fayette,1892806735,1354955,730.817,0.523,42.864122,-91.840376
IA,IOWA,19067,465222,Floyd County,Floyd,1296471923,2023930,500.571,0.781,43.052741,-92.787367
IA,IOWA,19069,465223,Franklin County,Franklin,1507300417,1438346,581.972,0.555,42.736545,-93.271415
IA,IOWA,19071,465224,Fremont County,Fremont,1323918215,14168938,511.168,5.471,40.74259,-95.599182
IA,IOWA,19073,465225,Greene County,Greene,1475148030,4404193,569.558,1.7,42.042513,-94.388727
IA,IOWA,19075,465226,Grundy County,Grundy,1299799697,92512,501.855,0.036,42.403339,-92.790244
IA,IOWA,19077,465227,Guthrie County,Guthrie,1529656705,6355531,590.604,2.454,41.683573,-94.501272
IA,IOWA,19079,465228,Hamilton County,Hamilton,1493725536,1956182,576.731,0.755,42.390789,-93.70913
IA,IOWA,19081,465229,Hancock County,Hancock,1478895052,5265568,571.005,2.033,43.075411,-93.743697
IA,IOWA,19083,465230,Hardin County,Hardin,1474498036,1783759,569.307,0.689,42.390208,-93.241669
IA,IOWA,19085,465231,Harrison County,Harrison,1804896268,12325506,696.874,4.759,41.688584,-95.827149
IA,IOWA,19087,465232,Henry County,Henry,1124800190,5774829,434.288,2.23,40.984802,-91.547259
IA,IOWA,19089,465233,Howard County,Howard,1225702841,931480,473.247,0.36,43.365312,-92.321908
IA,IOWA,19091,465234,Humboldt County,Humboldt,1125017997,3373409,434.372,1.302,42.782221,-94.202775
IA,IOWA,19093,465235,Ida County,Ida,1117614339,1391966,431.513,0.537,42.39186,-95.507421
IA,IOWA,19095,465236,Iowa County,Iowa,1518911690,2686847,586.455,1.037,41.683918,-92.059123
IA,IOWA,19097,465237,Jackson County,Jackson,1647340581,35133402,636.042,13.565,42.164226,-90.574582
IA,IOWA,19099,465238,Jasper County,Jasper,1891795097,6544165,730.426,2.527,41.685551,-93.054147
IA,IOWA,19101,465239,Jefferson County,Jefferson,1128002432,3522238,435.524,1.36,41.006376,-91.966628
IA,IOWA,19103,465240,Johnson County,Johnson,1587655794,26070847,612.997,10.066,41.670668,-91.590529
IA,IOWA,19105,465241,Jones County,Jones,1490844765,3782492,575.618,1.46,42.125118,-91.116914
IA,IOWA,19107,465242,Keokuk County,Keokuk,1500056813,1944064,579.175,0.751,41.331182,-92.167721
IA,IOWA,19109,465243,Kossuth County,Kossuth,2519361810,4125592,972.731,1.593,43.212356,-94.213965
IA,IOWA,19111,465244,Lee County,Lee,1340448559,55266767,517.55,21.339,40.647588,-91.477157
IA,IOWA,19113,465245,Linn County,Linn,1857048426,19835228,717.01,7.658,42.077951,-91.597674
IA,IOWA,19115,465246,Louisa County,Louisa,1040596800,40784321,401.777,15.747,41.218211,-91.256994
IA,IOWA,19117,465247,Lucas County,Lucas,1115458264,9852845,430.681,3.804,41.033344,-93.331467
IA,IOWA,19119,465248,Lyon County,Lyon,1521901262,440273,587.609,0.17,43.38358,-96.207201
IA,IOWA,19121,465249,Madison County,Madison,1452999049,2983840,561.006,1.152,41.330622,-94.015184
IA,IOWA,19123,465250,Mahaska County,Mahaska,1478496993,6594320,570.851,2.546,41.330797,-92.636366
IA,IOWA,19125,465251,Marion County,Marion,1436123093,41484609,554.49,16.017,41.331433,-93.093868
IA,IOWA,19127,465252,Marshall County,Marshall,1482776070,1803080,572.503,0.696,42.0417,-92.981403
IA,IOWA,19129,465253,Mills County,Mills,1132940500,8316363,437.431,3.211,41.033703,-95.619101
IA,IOWA,19131,465254,Mitchell County,Mitchell,1215368212,1118491,469.256,0.432,43.348564,-92.784466
IA,IOWA,19133,465255,Monona County,Monona,1797639077,12591063,694.072,4.861,42.049432,-95.956566
IA,IOWA,19135,465256,Monroe County,Monroe,1123299101,1522790,433.708,0.588,41.028847,-92.869642
IA,IOWA,19137,465257,Montgomery County,Montgomery,1098405769,2410446,424.097,0.931,41.021735,-95.15779
IA,IOWA,19139,465258,Muscatine County,Muscatine,1132964480,30262337,437.44,11.684,41.483776,-91.118699
IA,IOWA,19141,465259,O'Brien County,O'Brien,1484153956,447448,573.035,0.173,43.083746,-95.625624
IA,IOWA,19143,465260,Osceola County,Osceola,1032593803,1835263,398.687,0.709,43.378542,-95.633788
IA,IOWA,19145,465261,Page County,Page,1385497642,1359014,534.944,0.525,40.739097,-95.144301
IA,IOWA,19147,465262,Palo Alto County,Palo Alto,1460400553,14428727,563.864,5.571,43.075337,-94.669055
IA,IOWA,19149,465263,Plymouth County,Plymouth,2234715258,2176851,862.828,0.84,42.737585,-96.215864
IA,IOWA,19151,465264,Pocahontas County,Pocahontas,1495047211,3666528,577.241,1.416,42.734033,-94.678279
IA,IOWA,19153,465265,Polk County,Polk,1482507931,50475974,572.4,19.489,41.684816,-93.568971
IA,IOWA,19155,465266,Pottawattamie County,Pottawattamie,2463774735,20387191,951.269,7.872,41.340184,-95.544905
IA,IOWA,19157,465267,Poweshiek County,Poweshiek,1514943343,2961952,584.923,1.144,41.684642,-92.522934
IA,IOWA,19159,465268,Ringgold County,Ringgold,1386932344,8723135,535.498,3.368,40.735334,-94.244251
IA,IOWA,19161,465269,Sac County,Sac,1489300201,8569436,575.022,3.309,42.387526,-95.105224
IA,IOWA,19163,465270,Scott County,Scott,1186463532,26196368,458.096,10.114,41.642079,-90.622289
IA,IOWA,19165,465271,Shelby County,Shelby,1530110527,1486125,590.779,0.574,41.679014,-95.308917
IA,IOWA,19167,465272,Sioux County,Sioux,1988881469,2802041,767.911,1.082,43.082646,-96.17801
IA,IOWA,19169,465273,Story County,Story,1482882554,2862354,572.544,1.105,42.037538,-93.466093
IA,IOWA,19171,465274,Tama County,Tama,1867410499,2769418,721.011,1.069,42.074848,-92.529411
IA,IOWA,19173,465275,Taylor County,Taylor,1377618878,7133363,531.902,2.754,40.737949,-94.697108
IA,IOWA,19175,465276,Union County,Union,1097235803,5575854,423.645,2.153,41.02855,-94.245091
